0732|Northlake|Sound Built Homes|Auburn, WA|Unit C1|27'-0"|42'-6"|3+Den|2.5|2,280|01/07/2008|G:/Database/Plans/Single_Family/0732/Unit_C1.pdf
0610|Forest Canyon|Polygon Bellevue|Pierce County, WA|3560A|35'-0"|48'-0"|3+Den|2.5|2,109|01/22/2007|G:\Database\Plans\Single_Family\0610\3560A.pdf
0610|Forest Canyon|Polygon Bellevue|Pierce County, WA|3560B|35'-0"|48'-0"|3+Den|2.5|2,113|01/22/2007|G:\Database\Plans\Single_Family\0610\3560B.pdf
0610|Forest Canyon|Polygon Bellevue|Pierce County, WA|3580A|35'-0"|52'-9"|3+Bonus+Den|3|0|01/22/2007|G:\Database\Plans\Single_Family\0610\3580A.pdf
0610|Forest Canyon|Polygon Bellevue|Pierce County, WA|3580B|35'-0"|52'-9"|3+Bonus+Den|3|0|01/22/2007|G:\Database\Plans\Single_Family\0610\3580B.pdf
0610|Forest Canyon|Polygon Bellevue|Pierce County, WA|4040A|40'-0"|54'-8"|4+Bonus+Tech+Den|3|2,785|01/22/2007|G:\Database\Plans\Single_Family\0610\4040A.pdf
0610|Forest Canyon|Polygon Bellevue|Pierce County, WA|4040B|40'-0"|54'-8"|4+Bonus+Tech+Den|3|2,758|01/22/2007|G:\Database\Plans\Single_Family\0610\4040B.pdf
0610|Forest Canyon|Polygon Bellevue|Pierce County, WA|4085A|40'-0"|65'-0"|4+Bonus+Den|3|2,974|07/26/2007|G:\Database\Plans\Single_Family\0610\4085A.pdf
0610|Forest Canyon|Polygon Bellevue|Pierce County, WA|4085B|40'-0"|65'-0"|4+Bonus+Den|3|2,967|07/26/2007|G:\Database\Plans\Single_Family\0610\4085B.pdf
0610|Forest Canyon|Polygon Bellevue|Pierce County, WA|4085C|40'-0"|64'-0"|4+Bonus+Den|3|2,974|01/22/2007|G:\Database\Plans\Single_Family\0610\4085C.pdf
0610|Forest Canyon|Polygon Bellevue|Pierce County, WA|4080A|40'-0"|64'-0"|4+Bonus+Den|3|2,953|01/22/2007|G:\Database\Plans\Single_Family\0610\4080A.pdf
0610|Forest Canyon|Polygon Bellevue|Pierce County, WA|4080B|40'-0"|64'-0"|4+Bonus+Den|3|2,946|01/22/2007|G:\Database\Plans\Single_Family\0610\4080B.pdf
0610|Forest Canyon|Polygon Bellevue|Pierce County, WA|4080C|40'-0"|64'-0"|4+Bonus+Den|3|2,953|01/22/2007|G:\Database\Plans\Single_Family\0610\4080C.pdf
9817|Kentview Pod 1|Polygon Bellevue|Kent, WA|Plan B|40'-0"|38'-2"|3|2.5|1,589|12/02/1999|G:\Database\Plans\Single_Family\9817\Plan_B.pdf
9817|Kentview Pod 1|Polygon Bellevue|Kent, WA|Plan B1|40'-0"|35'-8"|3|2.5|1,589|12/02/1999|G:\Database\Plans\Single_Family\9817\Plan_B1.pdf
9817|Kentview Pod 1|Polygon Bellevue|Kent, WA|Plan E|40'-0"|42'-0"|4|2.5|1,779|02/12/1999|G:\Database\Plans\Single_Family\9817\Plan_E.pdf
9817|Kentview Pod 1|Polygon Bellevue|Kent, WA|Plan E1|40'-0"|42'-0"|4|2.5|1,779|12/02/1999|G:\Database\Plans\Single_Family\9817\Plan_E1.pdf
9817|Kentview Pod 1|Polygon Bellevue|Kent, WA|Plan E2|40'-0"|42'-0"|4|2.5|1.797|12/02/1999|G:\Database\Plans\Single_Family\9817\Plan_E2.pdf
0026|Kentview Pod 1|Polygon Bellevue|Kent, WA|Plan F|40'-0"|47'-0"|3+Bonus|2.5|2,266|11/09/2001|G:\Database\Plans\Single_Family\0026\Plan_F.pdf
0026|Kentview Pod 1|Polygon Bellevue|Kent, WA|Plan F1|40'-0"|47'-0"|3+Bonus|2.5|2,266|11/09/2001|G:\Database\Plans\Single_Family\0026\Plan_F1.pdf
0421|Campus Park |Polygon Bellevue|Snohomish County, WA|SC2621A|26'-0"|56'-2"|3|2.5|1.693|07/25/2007|G:\Database\Plans\Single_Family\0421\2621A.pdf
0421|Campus Park |Polygon Bellevue|Snohomish County, WA|SC2621B|26'-0"|56'-2"|3|2.5|1,693|07/25/2007|G:\Database\Plans\Single_Family\0421\2621B.pdf
0421|Campus Park |Polygon Bellevue|Snohomish County, WA|SC2621C|26'-0"|55'-2"|3|2.5|1,693|07/25/2007|G:\Database\Plans\Single_Family\0421\2621C.pdf
